chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic
ACETOHYDROXAMIC ACID,RRUDCFGSUDOHDG-UHFFFAOYSA-N,CC(=O)NO,chembl_mito_safe_drugs,non-toxic
PRALIDOXIME CHLORIDE,HIGSLXSBYYMVKI-UHFFFAOYSA-N,C[n+]1ccccc1/C=N/O.[Cl-],chembl_mito_safe_drugs,non-toxic
TADALAFIL,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,chembl_mito_safe_drugs,non-toxic
NATEGLINIDE,OELFLUMRDSZNSF-OFLPRAFFSA-N,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,chembl_mito_safe_drugs,non-toxic
TAMOXIFEN CITRATE,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,chembl_mito_safe_drugs,non-toxic
FENOTEROL,LSLYOANBFKQKPT-UHFFFAOYSA-N,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,chembl_mito_safe_drugs,non-toxic
ESTAZOLAM,CDCHDCWJMGXXRH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,chembl_mito_safe_drugs,non-toxic
PHENSUXIMIDE,WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(c2ccccc2)C1=O,chembl_mito_safe_drugs,non-toxic
GEPIRONE,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,chembl_mito_safe_drugs,non-toxic
GRANISETRON,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,chembl_mito_safe_drugs,non-toxic
LUMEFANTRINE,DYLGFOYVTXJFJP-MYYYXRDXSA-N,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,chembl_mito_safe_drugs,non-toxic
TOLAZAMIDE,OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,chembl_mito_safe_drugs,non-toxic
TERBINAFINE,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,chembl_mito_safe_drugs,non-toxic
ENOXACIN,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,chembl_mito_safe_drugs,non-toxic
PRIMAQUINE PHOSPHATE,GJOHLWZHWQUKAU-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,chembl_mito_safe_drugs,non-toxic
LOXAPINE,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,chembl_mito_safe_drugs,non-toxic
SULFINPYRAZONE,MBGGBVCUIVRRBF-UHFFFAOYSA-N,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,chembl_mito_safe_drugs,non-toxic
EZOGABINE,PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,chembl_mito_safe_drugs,non-toxic
CHLOROTHIAZIDE,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,chembl_mito_safe_drugs,non-toxic
POMALIDOMIDE,UVSMNLNDYGZFPF-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,chembl_mito_safe_drugs,non-toxic
OXAMNIQUINE,XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,chembl_mito_safe_drugs,non-toxic
BENPERIDOL,FEBOTPHFXYHVPL-UHFFFAOYSA-N,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,chembl_mito_safe_drugs,non-toxic
MEPHENYTOIN,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(c2ccccc2)NC(=O)N(C)C1=O,chembl_mito_safe_drugs,non-toxic
CINNARIZINE,DERZBLKQOCDDDZ-JLHYYAGUSA-N,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,chembl_mito_safe_drugs,non-toxic
TRANEXAMIC ACID,GYDJEQRTZSCIOI-UHFFFAOYSA-N,NC[C@H]1CC[C@H](C(=O)O)CC1,chembl_mito_safe_drugs,non-toxic
METOLAZONE,AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,chembl_mito_safe_drugs,non-toxic
FAMCICLOVIR,GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,chembl_mito_safe_drugs,non-toxic
LACTULOSE,JCQLYHFGKNRPGE-FCVZTGTOSA-N,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,chembl_mito_safe_drugs,non-toxic
SAFINAMIDE MESYLATE,YKOCHIUQOBQIAC-YDALLXLXSA-N,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,chembl_mito_safe_drugs,non-toxic
FAMOTIDINE,XUFQPHANEAPEMJ-UHFFFAOYSA-N,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,chembl_mito_safe_drugs,non-toxic
DEXMETHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG-OJERSXHUSA-N,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl,chembl_mito_safe_drugs,non-toxic
CHLORPROTHIXENE,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,chembl_mito_safe_drugs,non-toxic
PHENACEMIDE,XPFRXWCVYUEORT-UHFFFAOYSA-N,NC(=O)NC(=O)Cc1ccccc1,chembl_mito_safe_drugs,non-toxic
CEFDINIR,RTXOFQZKPXMALH-GHXIOONMSA-N,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,chembl_mito_safe_drugs,non-toxic
LONAFARNIB,DHMTURDWPRKSOA-RUZDIDTESA-N,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,chembl_mito_safe_drugs,non-toxic
DELAVIRDINE MESYLATE,MEPNHSOMXMALDZ-UHFFFAOYSA-N,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,chembl_mito_safe_drugs,non-toxic
DIETHYLCARBAMAZINE CITRATE,PGNKBEARDDELNB-UHFFFAOYSA-N,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,chembl_mito_safe_drugs,non-toxic
LACOSAMIDE,VPPJLAIAVCUEMN-GFCCVEGCSA-N,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,chembl_mito_safe_drugs,non-toxic
CHLOROQUINE PHOSPHATE,QKICWELGRMTQCR-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,chembl_mito_safe_drugs,non-toxic
CYCLOTHIAZIDE,BOCUKUHCLICSIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,chembl_mito_safe_drugs,non-toxic
TEMAZEPAM,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,chembl_mito_safe_drugs,non-toxic
HALAZEPAM,WYCLKVQLVUQKNZ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,chembl_mito_safe_drugs,non-toxic
PENTOBARBITAL SODIUM,QGMRQYFBGABWDR-UHFFFAOYSA-M,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],chembl_mito_safe_drugs,non-toxic
MESNA,XOGTZOOQQBDUSI-UHFFFAOYSA-M,O=S(=O)([O-])CCS.[Na+],chembl_mito_safe_drugs,non-toxic
MEPROBAMATE,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(N)=O,chembl_mito_safe_drugs,non-toxic
GUAIFENESIN,HSRJKNPTNIJEKV-UHFFFAOYSA-N,COc1ccccc1OCC(O)CO,chembl_mito_safe_drugs,non-toxic
FENOFIBRIC ACID,MQOBSOSZFYZQOK-UHFFFAOYSA-N,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,chembl_mito_safe_drugs,non-toxic
TIPIRACIL HYDROCHLORIDE,KGHYQYACJRXCAT-UHFFFAOYSA-N,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,chembl_mito_safe_drugs,non-toxic
LOSARTAN POTASSIUM,OXCMYAYHXIHQOA-UHFFFAOYSA-N,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],chembl_mito_safe_drugs,non-toxic
LORATADINE,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,chembl_mito_safe_drugs,non-toxic
EBASTINE,MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,chembl_mito_safe_drugs,non-toxic
CLOBAZAM,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,chembl_mito_safe_drugs,non-toxic
CLAVULANATE POTASSIUM,ABVRVIZBZKUTMK-JSYANWSFSA-M,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],chembl_mito_safe_drugs,non-toxic
SERATRODAST,ZBVKEHDGYSLCCC-UHFFFAOYSA-N,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,chembl_mito_safe_drugs,non-toxic
ETRAVIRINE,PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,chembl_mito_safe_drugs,non-toxic
DEXKETOPROFEN,DKYWVDODHFEZIM-NSHDSACASA-N,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,chembl_mito_safe_drugs,non-toxic
ISTRADEFYLLINE,IQVRBWUUXZMOPW-PKNBQFBNSA-N,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,chembl_mito_safe_drugs,non-toxic
CHOLECALCIFEROL,QYSXJUFSXHHAJI-YRZJJWOYSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,chembl_mito_safe_drugs,non-toxic
AMINOCAPROIC ACID,SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(=O)O,chembl_mito_safe_drugs,non-toxic
MOZAVAPTAN,WRNXUQJJCIZICJ-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,chembl_mito_safe_drugs,non-toxic
TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,chembl_mito_safe_drugs,non-toxic
CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,chembl_mito_safe_drugs,non-toxic
MOCLOBEMIDE,YHXISWVBGDMDLQ-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,chembl_mito_safe_drugs,non-toxic
ESLICARBAZEPINE ACETATE,QIALRBLEEWJACW-INIZCTEOSA-N,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,chembl_mito_safe_drugs,non-toxic
RUPATADINE,WUZYKBABMWJHDL-UHFFFAOYSA-N,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,chembl_mito_safe_drugs,non-toxic
TRIHEXYPHENIDYL HYDROCHLORIDE,QDWJJTJNXAKQKD-UHFFFAOYSA-N,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,chembl_mito_safe_drugs,non-toxic
ETHOTOIN,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CCN1C(=O)NC(c2ccccc2)C1=O,chembl_mito_safe_drugs,non-toxic
PARAMETHADIONE,VQASKUSHBVDKGU-UHFFFAOYSA-N,CCC1(C)OC(=O)N(C)C1=O,chembl_mito_safe_drugs,non-toxic
GLUTETHIMIDE,JMBQKKAJIKAWKF-UHFFFAOYSA-N,CCC1(c2ccccc2)CCC(=O)NC1=O,chembl_mito_safe_drugs,non-toxic
MIZOLASTINE,PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,chembl_mito_safe_drugs,non-toxic
SULFAPHENAZOLE,QWCJHSGMANYXCW-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,chembl_mito_safe_drugs,non-toxic
AMBRISENTAN,OUJTZYPIHDYQMC-LJQANCHMSA-N,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,chembl_mito_safe_drugs,non-toxic
DESVENLAFAXINE,KYYIDSXMWOZKMP-UHFFFAOYSA-N,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,chembl_mito_safe_drugs,non-toxic
MINODRONIC ACID,VMMKGHQPQIEGSQ-UHFFFAOYSA-N,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,chembl_mito_safe_drugs,non-toxic
LASOFOXIFENE,GXESHMAMLJKROZ-IAPPQJPRSA-N,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,chembl_mito_safe_drugs,non-toxic
IMIDAPRIL,KLZWOWYOHUKJIG-BPUTZDHNSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,chembl_mito_safe_drugs,non-toxic
TRIFLURIDINE,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,chembl_mito_safe_drugs,non-toxic
OXYBUTYNIN CHLORIDE,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,chembl_mito_safe_drugs,non-toxic
MIGALASTAT,LXBIFEVIBLOUGU-DPYQTVNSSA-N,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,chembl_mito_safe_drugs,non-toxic
POTASSIUM IODIDE,NLKNQRATVPKPDG-UHFFFAOYSA-M,[I-].[K+],chembl_mito_safe_drugs,non-toxic
TORSEMIDE,NGBFQHCMQULJNZ-UHFFFAOYSA-N,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,chembl_mito_safe_drugs,non-toxic
PREDNISOLONE ACETATE,LRJOMUJRLNCICJ-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,chembl_mito_safe_drugs,non-toxic
CLEBOPRIDE,BVPWJMCABCPUQY-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,chembl_mito_safe_drugs,non-toxic
NORETHINDRONE,VIKNJXKGJWUCNN-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
RAMIPRIL,HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,chembl_mito_safe_drugs,non-toxic
LISINOPRIL,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,chembl_mito_safe_drugs,non-toxic
PRUCALOPRIDE,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,chembl_mito_safe_drugs,non-toxic
DESLORATADINE,JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,chembl_mito_safe_drugs,non-toxic
ZOLMITRIPTAN,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,chembl_mito_safe_drugs,non-toxic
SULFAMETHIZOLE,VACCAVUAMIDAGB-UHFFFAOYSA-N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,chembl_mito_safe_drugs,non-toxic
THIOTHIXENE,GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,chembl_mito_safe_drugs,non-toxic
CIPROFLOXACIN HYDROCHLORIDE,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,chembl_mito_safe_drugs,non-toxic
CINOXACIN,VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,chembl_mito_safe_drugs,non-toxic
RAMELTEON,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,chembl_mito_safe_drugs,non-toxic
TINIDAZOLE,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,chembl_mito_safe_drugs,non-toxic
PENICILLIN G POTASSIUM,IYNDLOXRXUOGIU-LQDWTQKMSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],chembl_mito_safe_drugs,non-toxic
ACRIVASTINE,PWACSDKDOHSSQD-IUTFFREVSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,chembl_mito_safe_drugs,non-toxic
OXYBUTYNIN,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,chembl_mito_safe_drugs,non-toxic
CARISOPRODOL,OFZCIYFFPZCNJE-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,chembl_mito_safe_drugs,non-toxic
PROPANTHELINE BROMIDE,XLBIBBZXLMYSFF-UHFFFAOYSA-M,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],chembl_mito_safe_drugs,non-toxic
CYPROTERONE ACETATE,UWFYSQMTEOIJJG-FDTZYFLXSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
NAFTOPIDIL,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,chembl_mito_safe_drugs,non-toxic
REPAGLINIDE,FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,chembl_mito_safe_drugs,non-toxic
VERAPAMIL HYDROCHLORIDE,DOQPXTMNIUCOSY-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,chembl_mito_safe_drugs,non-toxic
ISOSORBIDE MONONITRATE,YWXYYJSYQOXTPL-SLPGGIOYSA-N,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,chembl_mito_safe_drugs,non-toxic
TIOPRONIN,YTGJWQPHMWSCST-UHFFFAOYSA-N,CC(S)C(=O)NCC(=O)O,chembl_mito_safe_drugs,non-toxic
CARPROFEN,PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,chembl_mito_safe_drugs,non-toxic
MOXISYLYTE,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,chembl_mito_safe_drugs,non-toxic
NITISINONE,OUBCNLGXQFSTLU-UHFFFAOYSA-N,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],chembl_mito_safe_drugs,non-toxic
AMIFAMPRIDINE,OYTKINVCDFNREN-UHFFFAOYSA-N,Nc1ccncc1N,chembl_mito_safe_drugs,non-toxic
VARDENAFIL HYDROCHLORIDE,XCMULUAPJXCOHI-UHFFFAOYSA-N,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,chembl_mito_safe_drugs,non-toxic
GUANETHIDINE MONOSULFATE,YUFWAVFNITUSHI-UHFFFAOYSA-N,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic
ORLISTAT,AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,chembl_mito_safe_drugs,non-toxic
SPARSENTAN,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,chembl_mito_safe_drugs,non-toxic
BLONANSERIN,XVGOZDAJGBALKS-UHFFFAOYSA-N,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,chembl_mito_safe_drugs,non-toxic
RAMATROBAN,LDXDSHIEDAPSSA-OAHLLOKOSA-N,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,chembl_mito_safe_drugs,non-toxic
AMPICILLIN,AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,chembl_mito_safe_drugs,non-toxic
BUDESONIDE,VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,chembl_mito_safe_drugs,non-toxic
MODAFINIL,YFGHCGITMMYXAQ-UHFFFAOYSA-N,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,chembl_mito_safe_drugs,non-toxic
DEXIBUPROFEN,HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,chembl_mito_safe_drugs,non-toxic
PALBOCICLIB,AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,chembl_mito_safe_drugs,non-toxic
ROFLUMILAST,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,chembl_mito_safe_drugs,non-toxic
SAMIDORPHAN,RYIDHLJADOKWFM-MAODMQOUSA-N,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,chembl_mito_safe_drugs,non-toxic
TROFINETIDE,BUSXWGRAOZQTEY-SDBXPKJASA-N,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,chembl_mito_safe_drugs,non-toxic
NORETHYNODREL,ICTXHFFSOAJUMG-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
LEVONORGESTREL,WWYNJERNGUHSAO-XUDSTZEESA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,chembl_mito_safe_drugs,non-toxic
MARALIXIBAT,STPKWKPURVSAJF-LJEWAXOPSA-N,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,chembl_mito_safe_drugs,non-toxic
METHYLTESTOSTERONE,GCKMFJBGXUYNAG-HLXURNFRSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,chembl_mito_safe_drugs,non-toxic
ELVITEGRAVIR,JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,chembl_mito_safe_drugs,non-toxic
BRINCIDOFOVIR,WXJFKKQWPMNTIM-VWLOTQADSA-N,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,chembl_mito_safe_drugs,non-toxic
NETUPITANT,WAXQNWCZJDTGBU-UHFFFAOYSA-N,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,chembl_mito_safe_drugs,non-toxic
FLUVOXAMINE MALEATE,LFMYNZPAVPMEGP-PIDGMYBPSA-N,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,chembl_mito_safe_drugs,non-toxic
RIVASTIGMINE TARTRATE,GWHQHAUAXRMMOT-MERQFXBCSA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,chembl_mito_safe_drugs,non-toxic
