chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic,MW,LogP,Crippen MR,NHD,NHA,TPSA,HA Count
PHENTERMINE,DHHVAGZRUROJKS-UHFFFAOYSA-N,CC(C)(N)Cc1ccccc1,chembl_mito_safe_drugs,non-toxic,149.237,1.9664,48.41240000000003,1,1,26.02,11
ETHINAMATE,GXRZIMHKGDIBEW-UHFFFAOYSA-N,C#CC1(OC(N)=O)CCCCC1,chembl_mito_safe_drugs,non-toxic,167.20799999999997,1.4178000000000002,45.31740000000001,1,2,52.32,12
METHYCLOTHIAZIDE,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,chembl_mito_safe_drugs,non-toxic,360.2440000000001,0.5983000000000003,75.90470000000002,2,5,109.57,20
ANISOTROPINE METHYLBROMIDE,QSFKGMJOKUZAJM-JXMYBXCISA-M,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],chembl_mito_safe_drugs,non-toxic,362.352,0.5198000000000025,81.33840000000006,0,2,26.3,21
PIPOBROMAN,NJBFOOCLYDNZJN-UHFFFAOYSA-N,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,chembl_mito_safe_drugs,non-toxic,356.058,1.2272,69.98200000000003,0,2,40.620000000000005,16
POLYTHIAZIDE,CYLWJCABXYDINA-UHFFFAOYSA-N,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,chembl_mito_safe_drugs,non-toxic,439.8900000000002,1.655,88.56470000000002,2,6,109.57,25
ACETOHEXAMIDE,VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,chembl_mito_safe_drugs,non-toxic,324.4020000000001,2.2098000000000004,82.17270000000005,2,4,92.34,22
CARBENOXOLONE,OBZHEBDUNPOCJG-WBXJDKIVSA-N,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,chembl_mito_safe_drugs,non-toxic,570.7670000000003,6.828300000000008,153.8145999999998,2,5,117.97000000000001,41
PITOLISANT,NNACHAUCXXVJSP-UHFFFAOYSA-N,Clc1ccc(CCCOCCCN2CCCCC2)cc1,chembl_mito_safe_drugs,non-toxic,295.8539999999999,4.165200000000003,85.50000000000006,0,2,12.47,20
CEPHRADINE,RDLPVSKMFDYCOR-UEKVPHQBSA-N,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,chembl_mito_safe_drugs,non-toxic,349.4120000000001,0.34860000000000113,89.79090000000002,3,5,112.73,24
CEFTIBUTEN,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,chembl_mito_safe_drugs,non-toxic,410.4330000000001,-0.0481999999999998,97.49770000000001,4,8,162.92,27
TETRACYCLINE HYDROCHLORIDE,YCIHPQHVWDULOY-FMZCEJRJSA-N,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,chembl_mito_safe_drugs,non-toxic,480.9010000000001,0.20740000000000103,116.78890000000001,6,9,181.61999999999998,33
APREMILAST,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,chembl_mito_safe_drugs,non-toxic,460.5080000000002,2.4342000000000006,117.86050000000004,1,7,119.08,32
BETRIXABAN,XHOLNRLADUSQLD-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,chembl_mito_safe_drugs,non-toxic,451.91400000000016,4.135170000000002,125.10510000000001,3,5,107.41000000000001,32
GOSOGLIPTIN,QWEWGXUTRTXFRF-KBPBESRZSA-N,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,chembl_mito_safe_drugs,non-toxic,366.4160000000001,0.19670000000000054,92.15770000000005,1,6,64.60000000000001,26
VISMODEGIB,BPQMGSKTAYIVFO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,chembl_mito_safe_drugs,non-toxic,421.30500000000006,4.7112000000000025,107.198,1,4,76.13,27
DIPHENHYDRAMINE HYDROCHLORIDE,PCHPORCSPXIHLZ-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,chembl_mito_safe_drugs,non-toxic,291.822,3.776000000000004,86.48100000000005,0,2,12.47,20
PALIPERIDONE,PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,chembl_mito_safe_drugs,non-toxic,426.49200000000025,3.081320000000002,113.51380000000005,1,7,84.39,31
RALTEGRAVIR POTASSIUM,IFUKBHBISRAZTF-UHFFFAOYSA-M,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],chembl_mito_safe_drugs,non-toxic,482.5130000000002,-2.716479999999997,106.02140000000003,2,9,155.07,33
CEFADROXIL,BOEGTKLJZSQCCD-UEKVPHQBSA-N,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,chembl_mito_safe_drugs,non-toxic,363.3950000000001,0.15050000000000108,90.39370000000002,4,6,132.96,25
ISRADIPINE,HMJIYCCIJYRONP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,chembl_mito_safe_drugs,non-toxic,371.3930000000001,2.5822000000000003,96.32470000000004,1,8,103.55,27
CORTISONE ACETATE,ITRJWOMZKQRYTA-RFZYENFJSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,chembl_mito_safe_drugs,non-toxic,402.48700000000025,2.560600000000001,103.68980000000006,1,6,97.74000000000001,29
VOGLIBOSE,FZNCGRZWXLXZSZ-CIQUZCHMSA-N,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,chembl_mito_safe_drugs,non-toxic,267.278,-4.492399999999994,59.55630000000005,8,8,153.64,18
RISEDRONATE SODIUM,DRFDPXKCEWYIAW-UHFFFAOYSA-M,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],chembl_mito_safe_drugs,non-toxic,305.095,-4.002399999999999,54.76020000000003,4,5,151.01,18
CHLORPHENIRAMINE MALEATE,DBAKFASWICGISY-BTJKTKAUSA-N,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,chembl_mito_safe_drugs,non-toxic,390.86700000000013,3.5304,105.1146000000001,2,4,90.73,27
LACTITOL,VQHSOMBJVWLPSR-JVCRWLNRSA-N,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,chembl_mito_safe_drugs,non-toxic,344.3130000000001,-5.761199999999992,70.83220000000004,9,11,200.52999999999997,23
SECNIDAZOLE,KPQZUUQMTUIKBP-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(C)O,chembl_mito_safe_drugs,non-toxic,185.183,0.4805199999999999,45.29920000000003,1,5,81.19,13
RESCINNAMINE,SZLZWPPUNLXJEA-QEGASFHISA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,chembl_mito_safe_drugs,non-toxic,634.7260000000003,4.570700000000004,170.39769999999953,1,10,117.78000000000003,46
CEFDITOREN PIVOXIL,AFZFFLVORLEPPO-UVYJNCLZSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,chembl_mito_safe_drugs,non-toxic,620.735,2.2981199999999986,154.51209999999972,2,14,175.40000000000003,41
TACRINE HYDROCHLORIDE,ZUFVXZVXEJHHBN-UHFFFAOYSA-N,Cl.Nc1c2c(nc3ccccc13)CCCC2,chembl_mito_safe_drugs,non-toxic,234.72999999999996,3.1176000000000013,70.04540000000001,1,2,38.91,16
DONEPEZIL HYDROCHLORIDE,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,chembl_mito_safe_drugs,non-toxic,415.9610000000002,4.782900000000006,117.37850000000005,0,4,38.77,29
ELAGOLIX SODIUM,DQYGXRQUFSRDCH-UQIIZPHYSA-M,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],chembl_mito_safe_drugs,non-toxic,653.5800000000004,1.204319999999999,153.57569999999973,1,8,105.38999999999999,46
BENDROFLUMETHIAZIDE,HDWIHXWEUNVBIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,chembl_mito_safe_drugs,non-toxic,421.4220000000001,1.6254000000000004,90.6954,3,5,118.35999999999999,27
MARIBAVIR,KJFBVJALEQWJBS-XUXIUFHCSA-N,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,chembl_mito_safe_drugs,non-toxic,376.24000000000007,1.7748999999999993,91.52110000000002,4,7,99.77000000000001,24
HYDROXYCHLOROQUINE SULFATE,JCBIVZZPXRZKTI-UHFFFAOYSA-N,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,433.95800000000014,3.1302000000000003,112.44890000000007,4,6,122.99000000000001,28
MEFLOQUINE HYDROCHLORIDE,WESWYMRNZNDGBX-UHFFFAOYSA-N,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,chembl_mito_safe_drugs,non-toxic,414.77700000000016,4.869700000000003,89.59650000000002,2,3,45.150000000000006,27
BETAXOLOL HYDROCHLORIDE,CHDPSNLJFOQTRK-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,chembl_mito_safe_drugs,non-toxic,343.89500000000004,2.8152000000000013,95.57750000000006,2,4,50.72,23
HYDRALAZINE HYDROCHLORIDE,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,Cl.NNc1nncc2ccccc12,chembl_mito_safe_drugs,non-toxic,196.64100000000002,1.3372,54.596100000000014,2,4,63.83,13
FINGOLIMOD HYDROCHLORIDE,SWZTYAVBMYWFGS-UHFFFAOYSA-N,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,chembl_mito_safe_drugs,non-toxic,343.939,3.6261000000000023,100.18100000000005,3,3,66.48,23
IMIPRAMINE HYDROCHLORIDE,XZZXIYZZBJDEEP-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,chembl_mito_safe_drugs,non-toxic,316.87600000000003,4.296800000000005,97.71700000000006,0,2,6.48,22
DIETHYLPROPION HYDROCHLORIDE,ICFXZZFWRWNZMA-UHFFFAOYSA-N,CCN(CC)C(C)C(=O)c1ccccc1.Cl,chembl_mito_safe_drugs,non-toxic,241.76200000000003,3.021400000000002,70.40350000000004,0,2,20.310000000000002,16
BENAZEPRIL HYDROCHLORIDE,VPSRQEHTHIMDQM-FKLPMGAJSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,chembl_mito_safe_drugs,non-toxic,460.95800000000025,2.9949000000000017,124.10750000000009,2,5,95.94,32
TIAGABINE HYDROCHLORIDE,YUKARLAABCGMCN-PKLMIRHRSA-N,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,chembl_mito_safe_drugs,non-toxic,412.02000000000004,5.466640000000005,113.85580000000003,1,4,40.540000000000006,26
DESIPRAMINE HYDROCHLORIDE,XAEWZDYWZHIUCT-UHFFFAOYSA-N,CNCCCN1c2ccccc2CCc2ccccc21.Cl,chembl_mito_safe_drugs,non-toxic,302.849,3.954600000000004,93.08970000000005,1,2,15.27,21
DILTIAZEM HYDROCHLORIDE,HDRXZJPWHTXQRI-BHDTVMLSSA-N,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,chembl_mito_safe_drugs,non-toxic,450.9880000000001,3.7903000000000024,121.74300000000004,0,6,59.080000000000005,30
BUPROPION HYDROCHLORIDE,HEYVINCGKDONRU-UHFFFAOYSA-N,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,chembl_mito_safe_drugs,non-toxic,276.207,3.721100000000003,75.38120000000004,1,2,29.1,17
MEMANTINE HYDROCHLORIDE,LDDHMLJTFXJGPI-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,chembl_mito_safe_drugs,non-toxic,215.768,3.1159000000000012,61.572400000000044,1,1,26.02,14
MEPERIDINE HYDROCHLORIDE,WCNLCIJMFAJCPX-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,chembl_mito_safe_drugs,non-toxic,283.7989999999999,2.6349000000000014,78.73200000000004,0,3,29.54,19
ATOMOXETINE HYDROCHLORIDE,LUCXVPAZUDVVBT-UNTBIKODSA-N,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,chembl_mito_safe_drugs,non-toxic,291.82199999999995,4.146420000000004,86.78170000000004,1,2,21.259999999999998,20
CLONIDINE HYDROCHLORIDE,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,Cl.Clc1cccc(Cl)c1NC1=NCCN1,chembl_mito_safe_drugs,non-toxic,266.55899999999997,2.7863000000000007,67.63740000000001,2,3,36.42,15
LOPERAMIDE HYDROCHLORIDE,PGYPOBZJRVSMDS-UHFFFAOYSA-N,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,chembl_mito_safe_drugs,non-toxic,513.5090000000002,5.5098000000000065,145.2457999999998,1,3,43.78,35
PAROXETINE HYDROCHLORIDE,GELRVIPPMNMYGS-RVXRQPKJSA-N,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,chembl_mito_safe_drugs,non-toxic,365.8320000000001,3.748300000000002,95.42570000000003,1,4,39.72,25
SERTRALINE HYDROCHLORIDE,BLFQGGGGFNSJKA-XHXSRVRCSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,chembl_mito_safe_drugs,non-toxic,342.69699999999995,5.601400000000004,93.02970000000003,1,1,12.03,21
RIMANTADINE HYDROCHLORIDE,OZBDFBJXRJWNAV-UHFFFAOYSA-N,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,chembl_mito_safe_drugs,non-toxic,215.76799999999997,2.971800000000002,61.502400000000044,1,1,26.02,14
CHLORPROMAZINE HYDROCHLORIDE,FBSMERQALIEGJT-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,chembl_mito_safe_drugs,non-toxic,355.3340000000001,5.316200000000005,99.44200000000005,0,3,6.48,22
CYPROHEPTADINE HYDROCHLORIDE,ZPMVNZLARAEGHB-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,chembl_mito_safe_drugs,non-toxic,323.86700000000013,5.119700000000004,101.81300000000005,0,1,3.24,23
TICLOPIDINE HYDROCHLORIDE,MTKNGOHFNXIVOS-UHFFFAOYSA-N,Cl.Clc1ccccc1CN1CCc2sccc2C1,chembl_mito_safe_drugs,non-toxic,300.254,4.381600000000003,80.83700000000003,0,2,3.24,18
NALOXONE HYDROCHLORIDE,RGPDIGOSVORSAK-STHHAXOLSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,chembl_mito_safe_drugs,non-toxic,363.84100000000007,1.7231999999999998,94.51860000000003,2,5,70.0,25
PALONOSETRON HYDROCHLORIDE,OLDRWYVIKMSFFB-SSPJITILSA-N,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,chembl_mito_safe_drugs,non-toxic,332.8750000000001,3.0783000000000014,93.35750000000006,0,2,23.550000000000004,23
METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG-UHFFFAOYSA-N,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,chembl_mito_safe_drugs,non-toxic,269.77199999999993,2.5071000000000008,74.08870000000005,1,3,38.33,18
ALFUZOSIN HYDROCHLORIDE,YTNKWDJILNVLGX-UHFFFAOYSA-N,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,chembl_mito_safe_drugs,non-toxic,425.9170000000002,1.7724999999999995,114.17310000000003,2,8,111.83,29
MEPENZOLATE BROMIDE,JRRNZNSGDSFFIR-UHFFFAOYSA-M,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],chembl_mito_safe_drugs,non-toxic,420.3470000000001,-0.291499999999999,96.83920000000006,1,3,46.53,26
LOMEFLOXACIN HYDROCHLORIDE,KXEBLAPZMOQCKO-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,chembl_mito_safe_drugs,non-toxic,387.814,2.2177000000000002,97.68300000000004,2,5,74.57000000000001,26
TROLEANDOMYCIN,LQCLVBQBTUVCEQ-QTFUVMRISA-N,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,chembl_mito_safe_drugs,non-toxic,813.9790000000003,3.6209000000000087,202.26499999999916,0,16,184.18999999999997,57
INDINAVIR SULFATE,NUBQKPWHXMGDLP-BDEHJDMKSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,711.8820000000005,2.2141000000000024,188.2443999999995,6,9,192.63,50
SILDENAFIL CITRATE,DEIYFTQMQPDXOT-UHFFFAOYSA-N,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,chembl_mito_safe_drugs,non-toxic,666.7100000000005,0.36240000000000505,163.07669999999976,5,12,245.54999999999993,46
QUIZARTINIB,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,chembl_mito_safe_drugs,non-toxic,560.6800000000004,5.856500000000005,156.60939999999968,2,9,106.16000000000001,40
DYPHYLLINE,KSCFJBIXMNOVSH-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,chembl_mito_safe_drugs,non-toxic,254.24599999999998,-2.213099999999999,63.30760000000002,2,8,102.28,18
PROCYCLIDINE HYDROCHLORIDE,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,chembl_mito_safe_drugs,non-toxic,323.90800000000024,4.362200000000004,94.45280000000007,1,2,23.47,22
HYDROFLUMETHIAZIDE,DMDGGSIALPNSEE-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,chembl_mito_safe_drugs,non-toxic,331.29699999999997,0.014100000000000557,61.6284,3,5,118.35999999999999,20
BETHANECHOL CHLORIDE,XXRMYXBSBOVVBH-UHFFFAOYSA-N,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],chembl_mito_safe_drugs,non-toxic,196.67799999999997,-2.8195999999999968,43.0298,1,2,52.32,12
LEVAMISOLE HYDROCHLORIDE,LAZPBGZRMVRFKY-HNCPQSOCSA-N,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,chembl_mito_safe_drugs,non-toxic,240.759,2.5679,67.89700000000002,0,3,15.6,15
CHLORPHENESIN CARBAMATE,SKPLBLUECSEIFO-UHFFFAOYSA-N,NC(=O)OCC(O)COc1ccc(Cl)cc1,chembl_mito_safe_drugs,non-toxic,245.662,1.1750000000000003,58.489200000000025,2,4,81.78000000000002,16
MIDOSTAURIN,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,chembl_mito_safe_drugs,non-toxic,570.6490000000002,5.906800000000007,165.12369999999964,1,6,77.72999999999999,43
BRIVARACETAM,MSYKRHVOOPPJKU-BDAKNGLRSA-N,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,chembl_mito_safe_drugs,non-toxic,212.29299999999995,0.8988999999999999,58.00140000000003,1,2,63.4,15
ERLOTINIB HYDROCHLORIDE,GTTBEUCJPZQMDZ-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,chembl_mito_safe_drugs,non-toxic,429.90400000000017,3.8269000000000033,119.18770000000004,1,7,74.73000000000002,30
METAXALONE,IMWZZHHPURKASS-UHFFFAOYSA-N,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,chembl_mito_safe_drugs,non-toxic,221.256,1.7906399999999998,59.68270000000003,1,3,47.56,16
VARENICLINE,JQSHBVHOMNKWFT-DTORHVGOSA-N,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,chembl_mito_safe_drugs,non-toxic,211.26799999999994,1.8038999999999998,62.50670000000003,1,3,37.81,16
MOMELOTINIB,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,chembl_mito_safe_drugs,non-toxic,414.4690000000002,2.9771800000000015,118.17090000000002,2,7,103.17,31
OPICAPONE,ASOADIZOVZTJSR-UHFFFAOYSA-N,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,chembl_mito_safe_drugs,non-toxic,413.1730000000002,3.2800400000000014,93.608,2,8,149.46000000000004,27
FLUDARABINE PHOSPHATE,GIUYCYHIANZCFB-FJFJXFQQSA-N,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,chembl_mito_safe_drugs,non-toxic,365.21400000000006,-1.7239000000000007,73.6131,5,10,186.07,24
NIRAPARIB,PCHKPVIQAHNQLW-CQSZACIVSA-N,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,chembl_mito_safe_drugs,non-toxic,320.396,2.591400000000001,94.43260000000004,2,4,72.94,24
CEFUROXIME AXETIL,KEJCWVGMRLCZQQ-YJBYXUATSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,chembl_mito_safe_drugs,non-toxic,510.4810000000003,-0.16829999999999856,117.15809999999999,2,12,189.06,35
EPLERENONE,JUKPWJGBANNWMW-VWBFHTRKSA-N,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,chembl_mito_safe_drugs,non-toxic,414.4980000000003,3.124500000000002,105.15300000000008,0,6,82.2,30
PONESIMOD,LPAUOXUZGSBGDU-ULCCENQXSA-N,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,chembl_mito_safe_drugs,non-toxic,460.9830000000001,4.267320000000003,126.86560000000003,2,6,82.36,31
SUVOREXANT,JYTNQNCOQXFQPK-MRXNPFEDSA-N,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,chembl_mito_safe_drugs,non-toxic,450.9300000000002,4.111320000000004,122.44350000000001,0,7,80.29,32
CLOPIDOGREL BISULFATE,FDEODCTUSIWGLK-RSAXXLAASA-N,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,419.9080000000001,3.0211000000000006,98.81940000000006,2,6,104.14,26
ENZALUTAMIDE,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,chembl_mito_safe_drugs,non-toxic,464.44400000000013,3.992480000000003,112.59120000000004,1,4,76.44,32
RUCAPARIB,HMABYWSNWIZPAG-UHFFFAOYSA-N,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,chembl_mito_safe_drugs,non-toxic,323.371,2.979300000000001,92.49360000000003,3,2,56.92,24
LABETALOL HYDROCHLORIDE,WQVZLXWQESQGIF-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,chembl_mito_safe_drugs,non-toxic,364.8730000000001,2.5572000000000004,101.06020000000002,4,4,95.57999999999998,25
NICARDIPINE HYDROCHLORIDE,AIKVCUNQWYTVTO-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,chembl_mito_safe_drugs,non-toxic,515.9940000000003,4.099600000000004,137.37209999999993,1,8,111.00999999999999,36
DULOXETINE HYDROCHLORIDE,BFFSMCNJSOPUAY-LMOVPXPDSA-N,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,chembl_mito_safe_drugs,non-toxic,333.88399999999996,5.052700000000004,97.42770000000004,1,3,21.259999999999998,22
TIZANIDINE HYDROCHLORIDE,ZWUKMNZJRDGCTQ-UHFFFAOYSA-N,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,chembl_mito_safe_drugs,non-toxic,290.1790000000001,2.1376,73.60040000000001,2,6,62.2,17
